row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,native_rating_1_to_5,theology_rating_1_to_5,native_correction_sheng,native_correction_swahili,native_correction_english,reviewer_notes,approved
T006575,L00345,C0180,S00345,V0159,zaka,tithe,zaka,tithe,religion,maze Yusuf alisema 'zaka' kwa convo ya faith leo pale tao.,Yusuf alitumia 'zaka' kumaanisha zaka katika mazungumzo ya imani leo pale mjini.,Yusuf used 'zaka' to mean tithe in a faith conversation today at town.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T084902,L00292,C0154,S00292,V0133,toba,repentance,toba,repentance,religion,maze Kendi alisema 'toba' kwa convo ya faith leo pale Ronga.,Kendi alitumia 'toba' kumaanisha toba katika mazungumzo ya imani leo pale Rongai.,Kendi used 'toba' to mean repentance in a faith conversation today at Rongai.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T055222,L00192,C0105,S00192,V0084,forgive,forgive,samehe,forgive,religion,maze Pato alisema 'forgive' kwa convo ya faith leo pale CBD.,Pato alitumia 'forgive' kumaanisha samehe katika mazungumzo ya imani leo pale CBD.,Pato used 'forgive' to mean forgive in a faith conversation today at the CBD.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T022143,L00075,C0042,S00075,V0030,nyanga,one hundred shillings,shilingi mia moja,100 Kenyan shillings,money,maze Diana ametumia 'nyanga' kwa story ya campo leo.,Diana ametumia 'nyanga' kumaanisha shilingi mia moja katika mazungumzo ya chuoni leo.,Diana used 'nyanga' to mean 100 Kenyan shillings in a conversation at campus today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T023736,L00326,C0170,S00326,V0149,justice,justice,haki,justice,religion,maze Kendi alisema 'justice' kwa convo ya faith leo pale campo.,Kendi alitumia 'justice' kumaanisha haki katika mazungumzo ya imani leo pale chuoni.,Kendi used 'justice' to mean justice in a faith conversation today at campus.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T011928,L00060,C0037,S00060,V0025,doh,money,pesa,money / cash,money,maze Naliaka ametumia 'doh' kwa story ya mtaa leo.,Naliaka ametumia 'doh' kumaanisha pesa katika mazungumzo ya mtaani leo.,Naliaka used 'doh' to mean money  in a conversation at the neighborhood today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T044161,L00351,C0183,S00351,V0162,safina,ark,safina,ark,religion,maze Yusuf alisema 'safina' kwa convo ya faith leo pale base.,Yusuf alitumia 'safina' kumaanisha safina katika mazungumzo ya imani leo pale mahali.,Yusuf used 'safina' to mean ark in a faith conversation today at the spot.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T093140,L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,maze Yusuf alisema 'Luke' kwa convo ya faith leo pale Thika.,Yusuf alitumia 'Luke' kumaanisha Luka katika mazungumzo ya imani leo pale Thika.,Yusuf used 'Luke' to mean Luke in a faith conversation today at Thika.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T026815,L00345,C0180,S00345,V0159,zaka,tithe,zaka,tithe,religion,maze Esther alisema 'zaka' kwa convo ya faith leo pale campo.,Esther alitumia 'zaka' kumaanisha zaka katika mazungumzo ya imani leo pale chuoni.,Esther used 'zaka' to mean tithe in a faith conversation today at campus.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T041622,L00013,C0012,S00013,V0007,keja,house/home,nyumba,house / home,places,maze Jemo ametumia 'keja' kwa story ya base leo.,Jemo ametumia 'keja' kumaanisha nyumba katika mazungumzo ya mahali leo.,Jemo used 'keja' to mean house  in a conversation at the spot today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T079818,L00308,C0161,S00308,V0140,love,love,upendo,love,religion,maze Pato alisema 'love' kwa convo ya faith leo pale Ngara.,Pato alitumia 'love' kumaanisha upendo katika mazungumzo ya imani leo pale Ngara.,Pato used 'love' to mean love in a faith conversation today at Ngara.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T085029,L00043,C0023,S00043,V0015,morio,guy/friend,jamaa/rafiki,guy / friend,people,maze Lulu ametumia 'morio' kwa story ya Ronga leo.,Lulu ametumia 'morio' kumaanisha jamaa katika mazungumzo ya Rongai leo.,Lulu used 'morio' to mean guy  in a conversation at Rongai today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T098381,L00135,C0080,S00135,V0059,wochi,watch,saa,watch,objects,maze Rita ametumia 'wochi' kwa story ya Naks leo.,Rita ametumia 'wochi' kumaanisha saa katika mazungumzo ya Nakuru leo.,Rita used 'wochi' to mean watch in a conversation at Nakuru today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T043539,L00051,C0031,S00051,V0019,beshte,close friend,rafiki wa karibu,close friend / bestie,social,maze Tina ametumia 'beshte' kwa story ya base leo.,Tina ametumia 'beshte' kumaanisha rafiki wa karibu katika mazungumzo ya mahali leo.,Tina used 'beshte' to mean close friend  in a conversation at the spot today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T089654,L00105,C0054,S00105,V0039,mjengo,construction work/site,ujenzi,construction work / site,work,maze Eli ametumia 'mjengo' kwa story ya Thika leo.,Eli ametumia 'mjengo' kumaanisha ujenzi katika mazungumzo ya Thika leo.,Eli used 'mjengo' to mean construction work  in a conversation at Thika today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T089826,L00116,C0064,S00116,V0045,mahewa,music,muziki,music,entertainment,maze Faith ametumia 'mahewa' kwa story ya Thika leo.,Faith ametumia 'mahewa' kumaanisha muziki katika mazungumzo ya Thika leo.,Faith used 'mahewa' to mean music in a conversation at Thika today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T057380,L00310,C0162,S00310,V0141,neighbor,neighbor,jirani,neighbor,religion,maze Esther alisema 'neighbor' kwa convo ya faith leo pale CBD.,Esther alitumia 'neighbor' kumaanisha jirani katika mazungumzo ya imani leo pale CBD.,Esther used 'neighbor' to mean neighbor in a faith conversation today at the CBD.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T064631,L00045,C0025,S00045,V0017,manzi,girl/young woman,msichana,girl / young woman,people,maze Brian ametumia 'manzi' kwa story ya Kasarani leo.,Brian ametumia 'manzi' kumaanisha msichana katika mazungumzo ya Kasarani leo.,Brian used 'manzi' to mean girl  in a conversation at Kasarani today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T006041,L00348,C0181,S00348,V0160,altar,altar,madhabahu,altar,religion,Tina anataka Sheng ya concept 'altar' na ametumia 'altar' kama candidate.,Tina anataka namna ya Sheng kwa dhana 'madhabahu' na ametumia 'altar' kama pendekezo.,Tina wants a Sheng rendering for 'altar' and used 'altar' as a candidate.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T042276,L00130,C0076,S00130,V0055,chill,relax/stay,pumzika/kaa,relax / stay,actions,maze Lulu ametumia 'chill' kwa story ya base leo.,Lulu ametumia 'chill' kumaanisha pumzika katika mazungumzo ya mahali leo.,Lulu used 'chill' to mean relax  in a conversation at the spot today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T069159,L00010,C0009,S00010,V0005,rada,awareness/alertness,tahadhari/ufahamu,awareness / alertness,conversation,maze Noel ametumia 'rada' kwa story ya Kasarani leo.,Noel ametumia 'rada' kumaanisha tahadhari katika mazungumzo ya Kasarani leo.,Noel used 'rada' to mean awareness  in a conversation at Kasarani today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T039944,L00214,C0116,S00214,V0095,church,church,kanisa,church,religion,maze Amani alisema 'church' kwa convo ya faith leo pale base.,Amani alitumia 'church' kumaanisha kanisa katika mazungumzo ya imani leo pale mahali.,Amani used 'church' to mean church in a faith conversation today at the spot.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T008815,L00222,C0120,S00222,V0099,good news,good news,habari njema,good news,religion,James anataka Sheng ya concept 'good news' na ametumia 'good news' kama candidate.,James anataka namna ya Sheng kwa dhana 'habari njema' na ametumia 'good news' kama pendekezo.,James wants a Sheng rendering for 'good news' and used 'good news' as a candidate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T066593,L00343,C0179,S00343,V0158,sadaka,offering,sadaka,offering,religion,maze Kendi alisema 'sadaka' kwa convo ya faith leo pale Kasarani.,Kendi alitumia 'sadaka' kumaanisha sadaka katika mazungumzo ya imani leo pale Kasarani.,Kendi used 'sadaka' to mean offering in a faith conversation today at Kasarani.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T067449,L00179,C0099,S00179,V0078,imani,faith,imani,faith,religion,maze Pato alisema 'imani' kwa convo ya faith leo pale Kasarani.,Pato alitumia 'imani' kumaanisha imani katika mazungumzo ya imani leo pale Kasarani.,Pato used 'imani' to mean faith in a faith conversation today at Kasarani.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T025816,L00366,C0190,S00366,V0169,Matthew,Matthew,Mathayo,Matthew,religion,maze Yusuf alisema 'Matthew' kwa convo ya faith leo pale campo.,Yusuf alitumia 'Matthew' kumaanisha Mathayo katika mazungumzo ya imani leo pale chuoni.,Yusuf used 'Matthew' to mean Matthew in a faith conversation today at campus.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T062103,L00094,C0047,S00094,V0035,kigonyi,driver,dereva,driver,transport,maze Wanjiku ametumia 'kigonyi' kwa story ya stage leo.,Wanjiku ametumia 'kigonyi' kumaanisha dereva katika mazungumzo ya stendi leo.,Wanjiku used 'kigonyi' to mean driver in a conversation at the stage today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T099967,L00057,C0035,S00057,V0023,bro,brother/bro,kaka,brother / bro,family,maze Esther ametumia 'bro' kwa story ya Naks leo.,Esther ametumia 'bro' kumaanisha kaka katika mazungumzo ya Nakuru leo.,Esther used 'bro' to mean brother  in a conversation at Nakuru today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T018000,L00012,C0011,S00012,V0006,base,home/base,nyumbani,home / base,places,maze Naliaka ametumia 'base' kwa story ya keja leo.,Naliaka ametumia 'base' kumaanisha nyumbani katika mazungumzo ya nyumbani leo.,Naliaka used 'base' to mean home  in a conversation at home today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T001075,L00323,C0169,S00323,V0148,haki,righteousness,haki,righteousness,religion,"Kwa church convo, 'haki' ime-tagged kama righteousness; review bado inahitajika.","Katika mazungumzo ya kanisani, 'haki' imetambulishwa kama haki; bado inahitaji ukaguzi.","In a church conversation, 'haki' is tagged as righteousness; it still requires review.",medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T014484,L00254,C0135,S00254,V0114,priest,priest,kuhani,priest,religion,maze Esther alisema 'priest' kwa convo ya faith leo pale mtaa.,Esther alitumia 'priest' kumaanisha kuhani katika mazungumzo ya imani leo pale mtaani.,Esther used 'priest' to mean priest in a faith conversation today at the neighborhood.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T037782,L00092,C0047,S00092,V0035,dere,driver,dereva,driver,transport,maze Yusuf ametumia 'dere' kwa story ya church leo.,Yusuf ametumia 'dere' kumaanisha dereva katika mazungumzo ya kanisani leo.,Yusuf used 'dere' to mean driver in a conversation at church today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T013236,L00026,C0016,S00026,V0011,masa,mother,mama,mother / mum,family,maze Yusuf ametumia 'masa' kwa story ya mtaa leo.,Yusuf ametumia 'masa' kumaanisha mama katika mazungumzo ya mtaani leo.,Yusuf used 'masa' to mean mother  in a conversation at the neighborhood today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T050157,L00227,C0122,S00227,V0101,sifa,praise,sifu/sifa,praise,religion,maze Yusuf alisema 'sifa' kwa convo ya faith leo pale estate.,Yusuf alitumia 'sifa' kumaanisha sifu katika mazungumzo ya imani leo pale estate.,Yusuf used 'sifa' to mean praise in a faith conversation today at the estate.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T071611,L00261,C0139,S00261,V0118,amri,commandment,amri,commandment,religion,maze Faith alisema 'amri' kwa convo ya faith leo pale Embakasi.,Faith alitumia 'amri' kumaanisha amri katika mazungumzo ya imani leo pale Embakasi.,Faith used 'amri' to mean commandment in a faith conversation today at Embakasi.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T049096,L00186,C0102,S00186,V0081,mercy,mercy,rehema,mercy,religion,maze Pato alisema 'mercy' kwa convo ya faith leo pale estate.,Pato alitumia 'mercy' kumaanisha rehema katika mazungumzo ya imani leo pale estate.,Pato used 'mercy' to mean mercy in a faith conversation today at the estate.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T088878,L00188,C0103,S00188,V0082,sin,sin,dhambi,sin,religion,maze Amani alisema 'sin' kwa convo ya faith leo pale Thika.,Amani alitumia 'sin' kumaanisha dhambi katika mazungumzo ya imani leo pale Thika.,Amani used 'sin' to mean sin in a faith conversation today at Thika.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T020639,L00289,C0152,S00289,V0131,baptism,baptism,ubatizo,baptism,religion,maze Esther alisema 'baptism' kwa convo ya faith leo pale keja.,Esther alitumia 'baptism' kumaanisha ubatizo katika mazungumzo ya imani leo pale nyumbani.,Esther used 'baptism' to mean baptism in a faith conversation today at home.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T074604,L00194,C0106,S00194,V0085,forgiveness,forgiveness,msamaha,forgiveness,religion,maze Yusuf alisema 'forgiveness' kwa convo ya faith leo pale Embakasi.,Yusuf alitumia 'forgiveness' kumaanisha msamaha katika mazungumzo ya imani leo pale Embakasi.,Yusuf used 'forgiveness' to mean forgiveness in a faith conversation today at Embakasi.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T004484,L00241,C0129,S00241,V0108,Shetani,Satan,Shetani,Satan,religion,Naliaka anataka Sheng ya concept 'Satan' na ametumia 'Shetani' kama candidate.,Naliaka anataka namna ya Sheng kwa dhana 'Shetani' na ametumia 'Shetani' kama pendekezo.,Naliaka wants a Sheng rendering for 'Satan' and used 'Shetani' as a candidate.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T047233,L00363,C0189,S00363,V0168,Mithali,Proverbs,Mithali,Proverbs,religion,maze Faith alisema 'Mithali' kwa convo ya faith leo pale estate.,Faith alitumia 'Mithali' kumaanisha Mithali katika mazungumzo ya imani leo pale estate.,Faith used 'Mithali' to mean Proverbs in a faith conversation today at the estate.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T077718,L00248,C0132,S00248,V0111,disciple,disciple,mwanafunzi,disciple,religion,maze Faith alisema 'disciple' kwa convo ya faith leo pale Ngara.,Faith alitumia 'disciple' kumaanisha mwanafunzi katika mazungumzo ya imani leo pale Ngara.,Faith used 'disciple' to mean disciple in a faith conversation today at Ngara.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T008759,L00166,C0093,S00166,V0072,amen,Amen,Amina,amen,religion,James anataka Sheng ya concept 'Amen' na ametumia 'amen' kama candidate.,James anataka namna ya Sheng kwa dhana 'Amina' na ametumia 'amen' kama pendekezo.,James wants a Sheng rendering for 'amen' and used 'amen' as a candidate.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T082557,L00148,C0084,S00148,V0063,dhafu,mathematics,hisabati,mathematics,education,maze Mary ametumia 'dhafu' kwa story ya Ngara leo.,Mary ametumia 'dhafu' kumaanisha hisabati katika mazungumzo ya Ngara leo.,Mary used 'dhafu' to mean mathematics in a conversation at Ngara today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T089060,L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,maze Amani alisema 'Luke' kwa convo ya faith leo pale Thika.,Amani alitumia 'Luke' kumaanisha Luka katika mazungumzo ya imani leo pale Thika.,Amani used 'Luke' to mean Luke in a faith conversation today at Thika.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T092933,L00163,C0092,S00163,V0071,God,God,Mungu,God,religion,maze Yusuf alisema 'God' kwa convo ya faith leo pale Thika.,Yusuf alitumia 'God' kumaanisha Mungu katika mazungumzo ya imani leo pale Thika.,Yusuf used 'God' to mean God in a faith conversation today at Thika.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T066181,L00092,C0047,S00092,V0035,dere,driver,dereva,driver,transport,maze Jemo ametumia 'dere' kwa story ya Kasarani leo.,Jemo ametumia 'dere' kumaanisha dereva katika mazungumzo ya Kasarani leo.,Jemo used 'dere' to mean driver in a conversation at Kasarani today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T016691,L00045,C0025,S00045,V0017,manzi,girl/young woman,msichana,girl / young woman,people,maze Gabu ametumia 'manzi' kwa story ya keja leo.,Gabu ametumia 'manzi' kumaanisha msichana katika mazungumzo ya nyumbani leo.,Gabu used 'manzi' to mean girl  in a conversation at home today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T005922,L00229,C0123,S00229,V0102,bariki,bless,bariki,bless,religion,Tina anataka Sheng ya concept 'bless' na ametumia 'bariki' kama candidate.,Tina anataka namna ya Sheng kwa dhana 'bariki' na ametumia 'bariki' kama pendekezo.,Tina wants a Sheng rendering for 'bless' and used 'bariki' as a candidate.,medium,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T094464,L00137,C0081,S00137,V0060,jako,coat/jacket,koti,coat / jacket,objects,maze Ruth ametumia 'jako' kwa story ya Thika leo.,Ruth ametumia 'jako' kumaanisha koti katika mazungumzo ya Thika leo.,Ruth used 'jako' to mean coat  in a conversation at Thika today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T043076,L00286,C0151,S00286,V0130,batiza,baptize,batiza,baptize,religion,maze Pato alisema 'batiza' kwa convo ya faith leo pale base.,Pato alitumia 'batiza' kumaanisha batiza katika mazungumzo ya imani leo pale mahali.,Pato used 'batiza' to mean baptize in a faith conversation today at the spot.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T017103,L00135,C0080,S00135,V0059,wochi,watch,saa,watch,objects,maze Ian ametumia 'wochi' kwa story ya keja leo.,Ian ametumia 'wochi' kumaanisha saa katika mazungumzo ya nyumbani leo.,Ian used 'wochi' to mean watch in a conversation at home today.,low,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T066224,L00135,C0080,S00135,V0059,wochi,watch,saa,watch,objects,maze Jemo ametumia 'wochi' kwa story ya Kasarani leo.,Jemo ametumia 'wochi' kumaanisha saa katika mazungumzo ya Kasarani leo.,Jemo used 'wochi' to mean watch in a conversation at Kasarani today.,light,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T090260,L00013,C0012,S00013,V0007,keja,house/home,nyumba,house / home,places,maze Hassan ametumia 'keja' kwa story ya Thika leo.,Hassan ametumia 'keja' kumaanisha nyumba katika mazungumzo ya Thika leo.,Hassan used 'keja' to mean house  in a conversation at Thika today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T050996,L00046,C0026,S00046,V0017,manzi,girlfriend,mpenzi,girlfriend,relationships,maze Esther ametumia 'manzi' kwa story ya estate leo.,Esther ametumia 'manzi' kumaanisha mpenzi katika mazungumzo ya estate leo.,Esther used 'manzi' to mean girlfriend in a conversation at the estate today.,high,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
T096099,L00269,C0143,S00269,V0122,giza,darkness,giza,darkness,religion,maze Faith alisema 'giza' kwa convo ya faith leo pale Naks.,Faith alitumia 'giza' kumaanisha giza katika mazungumzo ya imani leo pale Nakuru.,Faith used 'giza' to mean darkness in a faith conversation today at Nakuru.,high,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T028693,L00183,C0101,S00183,V0080,neema,grace,neema,grace,religion,maze Faith alisema 'neema' kwa convo ya faith leo pale job.,Faith alitumia 'neema' kumaanisha neema katika mazungumzo ya imani leo pale kazini.,Faith used 'neema' to mean grace in a faith conversation today at work.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50,,,,,,,
T057530,L00084,C0045,S00084,V0033,jive,matatu,matatu,matatu / public minibus,transport,maze Peter ametumia 'jive' kwa story ya CBD leo.,Peter ametumia 'jive' kumaanisha matatu katika mazungumzo ya CBD leo.,Peter used 'jive' to mean matatu  in a conversation at the CBD today.,medium,native,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_review,0.50,,,,,,,
