row_id,lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,sheng_text,swahili_text,english_text,code_switch_level,review_class,source_name,source_type,generation_method,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence
T080854,L00324,C0169,S00324,V0148,righteousness,righteousness,haki,righteousness,religion,maze Yusuf alisema 'righteousness' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'righteousness' kumaanisha haki katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'righteousness' to mean righteousness in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080855,L00325,C0170,S00325,V0149,haki,justice,haki,justice,religion,maze Yusuf alisema 'haki' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'haki' kumaanisha haki katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'haki' to mean justice in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080856,L00326,C0170,S00326,V0149,justice,justice,haki,justice,religion,maze Yusuf alisema 'justice' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'justice' kumaanisha haki katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'justice' to mean justice in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080857,L00327,C0171,S00327,V0150,uovu,evil,uovu,evil,religion,maze Yusuf alisema 'uovu' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'uovu' kumaanisha uovu katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'uovu' to mean evil in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080858,L00328,C0171,S00328,V0150,evil,evil,uovu,evil,religion,maze Yusuf alisema 'evil' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'evil' kumaanisha uovu katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'evil' to mean evil in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080859,L00329,C0172,S00329,V0151,wema,good,wema,good,religion,maze Yusuf alisema 'wema' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'wema' kumaanisha wema katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'wema' to mean good in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080860,L00330,C0172,S00330,V0151,good,good,wema,good,religion,maze Yusuf alisema 'good' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'good' kumaanisha wema katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'good' to mean good in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080861,L00331,C0173,S00331,V0152,hekima,wisdom,hekima,wisdom,religion,maze Yusuf alisema 'hekima' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'hekima' kumaanisha hekima katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'hekima' to mean wisdom in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080862,L00332,C0173,S00332,V0152,wisdom,wisdom,hekima,wisdom,religion,maze Yusuf alisema 'wisdom' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'wisdom' kumaanisha hekima katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'wisdom' to mean wisdom in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080863,L00333,C0174,S00333,V0153,maarifa,knowledge,maarifa,knowledge,religion,maze Yusuf alisema 'maarifa' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'maarifa' kumaanisha maarifa katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'maarifa' to mean knowledge in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080864,L00334,C0174,S00334,V0153,knowledge,knowledge,maarifa,knowledge,religion,maze Yusuf alisema 'knowledge' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'knowledge' kumaanisha maarifa katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'knowledge' to mean knowledge in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080865,L00335,C0175,S00335,V0154,mfano,parable,mfano,parable,religion,maze Yusuf alisema 'mfano' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'mfano' kumaanisha mfano katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'mfano' to mean parable in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080866,L00336,C0175,S00336,V0154,parable,parable,mfano,parable,religion,maze Yusuf alisema 'parable' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'parable' kumaanisha mfano katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'parable' to mean parable in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080867,L00337,C0176,S00337,V0155,funga,fast,funga,fast,religion,maze Yusuf alisema 'funga' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'funga' kumaanisha funga katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'funga' to mean fast in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080868,L00338,C0176,S00338,V0155,fast,fast,funga,fast,religion,maze Yusuf alisema 'fast' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'fast' kumaanisha funga katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'fast' to mean fast in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080869,L00339,C0177,S00339,V0156,kufunga,fasting,kufunga,fasting,religion,maze Yusuf alisema 'kufunga' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'kufunga' kumaanisha kufunga katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'kufunga' to mean fasting in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080870,L00340,C0177,S00340,V0156,fasting,fasting,kufunga,fasting,religion,maze Yusuf alisema 'fasting' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'fasting' kumaanisha kufunga katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'fasting' to mean fasting in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080871,L00341,C0178,S00341,V0157,toa,offer,toa,offer,religion,maze Yusuf alisema 'toa' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'toa' kumaanisha toa katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'toa' to mean offer in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080872,L00342,C0178,S00342,V0157,offer,offer,toa,offer,religion,maze Yusuf alisema 'offer' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'offer' kumaanisha toa katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'offer' to mean offer in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080873,L00343,C0179,S00343,V0158,sadaka,offering,sadaka,offering,religion,maze Yusuf alisema 'sadaka' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'sadaka' kumaanisha sadaka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'sadaka' to mean offering in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080874,L00344,C0179,S00344,V0158,offering,offering,sadaka,offering,religion,maze Yusuf alisema 'offering' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'offering' kumaanisha sadaka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'offering' to mean offering in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080875,L00345,C0180,S00345,V0159,zaka,tithe,zaka,tithe,religion,maze Yusuf alisema 'zaka' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'zaka' kumaanisha zaka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'zaka' to mean tithe in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080876,L00346,C0180,S00346,V0159,tithe,tithe,zaka,tithe,religion,maze Yusuf alisema 'tithe' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'tithe' kumaanisha zaka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'tithe' to mean tithe in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080877,L00347,C0181,S00347,V0160,madhabahu,altar,madhabahu,altar,religion,maze Yusuf alisema 'madhabahu' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'madhabahu' kumaanisha madhabahu katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'madhabahu' to mean altar in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080878,L00348,C0181,S00348,V0160,altar,altar,madhabahu,altar,religion,maze Yusuf alisema 'altar' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'altar' kumaanisha madhabahu katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'altar' to mean altar in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080879,L00349,C0182,S00349,V0161,hekalu,temple,hekalu,temple,religion,maze Yusuf alisema 'hekalu' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'hekalu' kumaanisha hekalu katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'hekalu' to mean temple in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080880,L00350,C0182,S00350,V0161,temple,temple,hekalu,temple,religion,maze Yusuf alisema 'temple' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'temple' kumaanisha hekalu katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'temple' to mean temple in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080881,L00351,C0183,S00351,V0162,safina,ark,safina,ark,religion,maze Yusuf alisema 'safina' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'safina' kumaanisha safina katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'safina' to mean ark in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080882,L00352,C0183,S00352,V0162,ark,ark,safina,ark,religion,maze Yusuf alisema 'ark' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'ark' kumaanisha safina katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'ark' to mean ark in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080883,L00353,C0184,S00353,V0163,gharika,flood,gharika,flood,religion,maze Yusuf alisema 'gharika' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'gharika' kumaanisha gharika katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'gharika' to mean flood in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080884,L00354,C0184,S00354,V0163,flood,flood,gharika,flood,religion,maze Yusuf alisema 'flood' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'flood' kumaanisha gharika katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'flood' to mean flood in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080885,L00355,C0185,S00355,V0164,hadithi ya uumbaji,creation story,hadithi ya uumbaji,creation story,religion,maze Yusuf alisema 'hadithi ya uumbaji' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'hadithi ya uumbaji' kumaanisha hadithi ya uumbaji katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'hadithi ya uumbaji' to mean creation story in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080886,L00356,C0185,S00356,V0164,creation story,creation story,hadithi ya uumbaji,creation story,religion,maze Yusuf alisema 'creation story' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'creation story' kumaanisha hadithi ya uumbaji katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'creation story' to mean creation story in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080887,L00357,C0186,S00357,V0165,Mwanzo,Genesis,Mwanzo,Genesis,religion,maze Yusuf alisema 'Mwanzo' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Mwanzo' kumaanisha Mwanzo katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Mwanzo' to mean Genesis in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080888,L00358,C0186,S00358,V0165,Genesis,Genesis,Mwanzo,Genesis,religion,maze Yusuf alisema 'Genesis' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Genesis' kumaanisha Mwanzo katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Genesis' to mean Genesis in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080889,L00359,C0187,S00359,V0166,Kutoka,Exodus,Kutoka,Exodus,religion,maze Yusuf alisema 'Kutoka' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Kutoka' kumaanisha Kutoka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Kutoka' to mean Exodus in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080890,L00360,C0187,S00360,V0166,Exodus,Exodus,Kutoka,Exodus,religion,maze Yusuf alisema 'Exodus' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Exodus' kumaanisha Kutoka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Exodus' to mean Exodus in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080891,L00361,C0188,S00361,V0167,Zaburi,Psalms,Zaburi,Psalms,religion,maze Yusuf alisema 'Zaburi' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Zaburi' kumaanisha Zaburi katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Zaburi' to mean Psalms in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080892,L00362,C0188,S00362,V0167,Psalms,Psalms,Zaburi,Psalms,religion,maze Yusuf alisema 'Psalms' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Psalms' kumaanisha Zaburi katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Psalms' to mean Psalms in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080893,L00363,C0189,S00363,V0168,Mithali,Proverbs,Mithali,Proverbs,religion,maze Yusuf alisema 'Mithali' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Mithali' kumaanisha Mithali katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Mithali' to mean Proverbs in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080894,L00364,C0189,S00364,V0168,Proverbs,Proverbs,Mithali,Proverbs,religion,maze Yusuf alisema 'Proverbs' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Proverbs' kumaanisha Mithali katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Proverbs' to mean Proverbs in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080895,L00365,C0190,S00365,V0169,Mathayo,Matthew,Mathayo,Matthew,religion,maze Yusuf alisema 'Mathayo' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Mathayo' kumaanisha Mathayo katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Mathayo' to mean Matthew in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080896,L00366,C0190,S00366,V0169,Matthew,Matthew,Mathayo,Matthew,religion,maze Yusuf alisema 'Matthew' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Matthew' kumaanisha Mathayo katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Matthew' to mean Matthew in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080897,L00367,C0191,S00367,V0170,Marko,Mark,Marko,Mark,religion,maze Yusuf alisema 'Marko' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Marko' kumaanisha Marko katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Marko' to mean Mark in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080898,L00368,C0191,S00368,V0170,Mark,Mark,Marko,Mark,religion,maze Yusuf alisema 'Mark' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Mark' kumaanisha Marko katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Mark' to mean Mark in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080899,L00369,C0192,S00369,V0171,Luka,Luke,Luka,Luke,religion,maze Yusuf alisema 'Luka' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Luka' kumaanisha Luka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Luka' to mean Luke in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080900,L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,maze Yusuf alisema 'Luke' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Luke' kumaanisha Luka katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Luke' to mean Luke in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080901,L00371,C0193,S00371,V0172,Yohana,John,Yohana,John,religion,maze Yusuf alisema 'Yohana' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Yohana' kumaanisha Yohana katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Yohana' to mean John in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080902,L00372,C0193,S00372,V0172,John,John,Yohana,John,religion,maze Yusuf alisema 'John' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'John' kumaanisha Yohana katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'John' to mean John in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080903,L00373,C0194,S00373,V0173,Warumi,Romans,Warumi,Romans,religion,maze Yusuf alisema 'Warumi' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Warumi' kumaanisha Warumi katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Warumi' to mean Romans in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080904,L00374,C0194,S00374,V0173,Romans,Romans,Warumi,Romans,religion,maze Yusuf alisema 'Romans' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Romans' kumaanisha Warumi katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Romans' to mean Romans in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080905,L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,maze Yusuf alisema 'Ufunuo' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Ufunuo' kumaanisha Ufunuo katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Ufunuo' to mean Revelation in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T080906,L00376,C0195,S00376,V0174,Revelation,Revelation,Ufunuo,Revelation,religion,maze Yusuf alisema 'Revelation' kwa convo ya faith leo pale Ngara.,Yusuf alitumia 'Revelation' kumaanisha Ufunuo katika mazungumzo ya imani leo pale Ngara.,Yusuf used 'Revelation' to mean Revelation in a faith conversation today at Ngara.,low,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T081712,L00162,C0092,S00162,V0071,Mungu,God,Mungu,God,religion,maze Esther alisema 'Mungu' kwa convo ya faith leo pale Ngara.,Esther alitumia 'Mungu' kumaanisha Mungu katika mazungumzo ya imani leo pale Ngara.,Esther used 'Mungu' to mean God in a faith conversation today at Ngara.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T081713,L00163,C0092,S00163,V0071,God,God,Mungu,God,religion,maze Esther alisema 'God' kwa convo ya faith leo pale Ngara.,Esther alitumia 'God' kumaanisha Mungu katika mazungumzo ya imani leo pale Ngara.,Esther used 'God' to mean God in a faith conversation today at Ngara.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
T081714,L00164,C0092,S00164,V0071,Mola,God,Mungu,God,religion,maze Esther alisema 'Mola' kwa convo ya faith leo pale Ngara.,Esther alitumia 'Mola' kumaanisha Mungu katika mazungumzo ya imani leo pale Ngara.,Esther used 'Mola' to mean God in a faith conversation today at Ngara.,light,native_and_theological,Sheng AI synthetic corpus v2,synthetic,controlled_context_augmentation,original_synthetic_sentence,yes_after_required_review,yes_after_required_review,synthetic_needs_native_and_theological_review,0.50
