lexeme_id,concept_id,sense_id,variant_group_id,surface_form,canonical_concept,swahili_gloss,english_gloss,category,region,register,source_name,source_type,permission_basis,training_use_allowed,commercial_use_allowed,review_status,confidence,notes
L00343,C0179,S00343,V0158,sadaka,offering,sadaka,offering,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00344,C0179,S00344,V0158,offering,offering,sadaka,offering,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00345,C0180,S00345,V0159,zaka,tithe,zaka,tithe,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00346,C0180,S00346,V0159,tithe,tithe,zaka,tithe,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00347,C0181,S00347,V0160,madhabahu,altar,madhabahu,altar,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00348,C0181,S00348,V0160,altar,altar,madhabahu,altar,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00349,C0182,S00349,V0161,hekalu,temple,hekalu,temple,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00350,C0182,S00350,V0161,temple,temple,hekalu,temple,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00351,C0183,S00351,V0162,safina,ark,safina,ark,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Specific biblical-object sense; may require context.
L00352,C0183,S00352,V0162,ark,ark,safina,ark,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Specific biblical-object sense; may require context.
L00353,C0184,S00353,V0163,gharika,flood,gharika,flood,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00354,C0184,S00354,V0163,flood,flood,gharika,flood,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00355,C0185,S00355,V0164,hadithi ya uumbaji,creation story,hadithi ya uumbaji,creation story,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00356,C0185,S00356,V0164,creation story,creation story,hadithi ya uumbaji,creation story,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00357,C0186,S00357,V0165,Mwanzo,Genesis,Mwanzo,Genesis,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Book title; retain source-language conventions in translation workflow.
L00358,C0186,S00358,V0165,Genesis,Genesis,Mwanzo,Genesis,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,Book title; retain source-language conventions in translation workflow.
L00359,C0187,S00359,V0166,Kutoka,Exodus,Kutoka,Exodus,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00360,C0187,S00360,V0166,Exodus,Exodus,Kutoka,Exodus,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00361,C0188,S00361,V0167,Zaburi,Psalms,Zaburi,Psalms,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00362,C0188,S00362,V0167,Psalms,Psalms,Zaburi,Psalms,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00363,C0189,S00363,V0168,Mithali,Proverbs,Mithali,Proverbs,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00364,C0189,S00364,V0168,Proverbs,Proverbs,Mithali,Proverbs,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00365,C0190,S00365,V0169,Mathayo,Matthew,Mathayo,Matthew,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00366,C0190,S00366,V0169,Matthew,Matthew,Mathayo,Matthew,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00367,C0191,S00367,V0170,Marko,Mark,Marko,Mark,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00368,C0191,S00368,V0170,Mark,Mark,Marko,Mark,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00369,C0192,S00369,V0171,Luka,Luke,Luka,Luke,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00370,C0192,S00370,V0171,Luke,Luke,Luka,Luke,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00371,C0193,S00371,V0172,Yohana,John,Yohana,John,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00372,C0193,S00372,V0172,John,John,Yohana,John,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00373,C0194,S00373,V0173,Warumi,Romans,Warumi,Romans,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00374,C0194,S00374,V0173,Romans,Romans,Warumi,Romans,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00375,C0195,S00375,V0174,Ufunuo,Revelation,Ufunuo,Revelation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
L00376,C0195,S00376,V0174,Revelation,Revelation,Ufunuo,Revelation,religion,Kenya,religious / conversational / code-switched,Sheng AI Bible terminology candidate set,project_curated_candidate,original_terminology_annotation,yes_after_native_and_theological_review,yes_after_native_and_theological_review,needs_native_and_theological_review,0.55,
